ID_Pessoa,Idade,Renda,Tipo_de_Residência,Tempo_de_trabalho,ID_Emprestimo,Intenção_do_emprestimo,Grau_emprestimo,Quantidade_emprestimo,Taxa_juros,Estado_emprestimo,Renda_percentual,ID_historico,inadimplencia,tempo_historico_de_credito
cesBt1ue-1gFP,26,85000,Aluguel,3,GoixrHQv-KY16,"Melhoramento do lar",C,21000,13.92,0,0.25,Jy0XpP40-MxpS,N,3
B6M8pG6r-vR6M,23,26000,Aluguel,0,XKBawSXr-ui8f,"Quitação de dividas",A,3500,6.91,0,0.13,lpEkbiel-QRhl,N,3
qvOkUEew-AHlI,23,60000,Aluguel,1,jGosfFS7-dLtg,Educação,C,11000,14.22,0,0.18,lji8xcaf-DhkD,N,4
7eFbeFRL-YLCP,24,42000,Hipotecada,9,mKs838Fr-n16e,Pessoal,A,11000,5.42,0,0.26,s2GGoacb-scOr,N,4
frMpguAW-39fy,27,120000,Hipotecada,2,hFQNlWdT-dRe3,Investimento,B,16000,12.21,0,0.13,GODe0QNN-ZKkk,N,5
HHAk1O2c-CfSD,31,42000,Aluguel,2,gowRJZDi-o4Mk,Médico,A,7000,7.9,0,0.17,OqGcisXj-7GB0,N,7
EYl5jXSG-IZnt,38,22000,Aluguel,2,Qjc1pwEu-Ybxq,Investimento,C,4000,12.68,0,0.18,1XiZyvzD-uyjt,Y,12
sRk1dam7-RAKE,24,85000,Aluguel,1,0a7LiYSY-2FyX,Investimento,B,16000,11.99,0,0.19,cK09cAdY-k7nh,N,3
erNEFXxa-bNvp,23,28000,Própria,6,DyiRLzN6-0CU1,Investimento,B,7000,9.99,0,0.25,r9hbS2qL-FXYs,N,4
GOoUOzh5-DSQI,33,55000,Aluguel,3,BEQMgSMy-uQJy,Investimento,C,12000,12.99,0,0.22,Xuz0ZuhH-8NMJ,N,7
lS7EZDe8-l1qy,31,99504,Aluguel,5,WLPG6ayE-RptX,"Quitação de dividas",C,7500,13.57,0,0.08,raQG6dKM-nu81,N,10
YmB2Rnsc-oQ5h,31,48000,Aluguel,11,gG4lcPsb-RM3D,Médico,B,2000,10.65,0,0.04,xya09eZJ-67vU,N,6
riyaM5Iq-LGw6,21,66000,Hipotecada,5,Ro3vFzTF-rwcA,Educação,A,4500,7.49,0,0.07,knJM2cHe-1DCH,N,2
ZQmMECOn-LyG7,27,46000,Hipotecada,2,j0v8fLrv-S0kv,Pessoal,C,4000,12.53,1,0.09,oKHJ8cBL-uIU5,Y,9
yWPx5hNL-ckyq,24,91800,Hipotecada,0,Qs0Em1Bi-1r9J,Médico,C,16000,14.22,1,0.15,8MW0KJwU-pnhT,N,4
ofvytnr3-HtEx,22,60000,Aluguel,0,EthEqbnB-kSOQ,Educação,B,15000,11.71,0,0.25,Se8L9c3x-mcty,N,3
LoBc4fI8-geLM,26,45000,Aluguel,3,NKxnlqf2-NRRr,Médico,A,6000,7.49,0,0.13,6aCH8KFH-STI3,N,2
O5mzA8KN-wtKC,35,273700,Hipotecada,8,LMaq9jH1-vlN0,Médico,D,25000,14.59,1,0.08,ynZydWAO-txtl,N,6
8b5caH2B-xpiM,46,80000,Hipotecada,8,FmGcdv7M-ZIg8,Investimento,B,5000,11.86,0,0.06,pYQuQ7Cz-IAJh,N,15
bWBG5sxh-O8H3,21,45000,Hipotecada,4,gEPFdDtv-n6z8,Educação,A,5000,7.14,0,0.11,914X1W2D-PEHF,N,4
9oXdgps0-JS4I,25,26000,Aluguel,4,lHJyf1H8-48iq,Médico,C,8000,12.87,1,0.31,dl06GuPo-mc2q,Y,3
wKkI2DIn-tH7X,31,110000,Hipotecada,4,qecKkI0Q-2aPG,"Quitação de dividas",B,6000,11.99,0,0.05,TPTqh2Wy-fmbY,N,7
IorcgtE5-QekT,33,38400,Aluguel,6,O4Clqqu0-ZJ44,Médico,B,10500,11.99,0,0.27,fRxIdKZk-pHL2,N,8
puns5iqo-IDq9,23,75000,Hipotecada,2,jvZHNtMW-4wMu,Investimento,E,19600,15.13,0,0.26,6q7UoGFU-W3EY,N,3
B2nfKCYa-720R,23,73164,Hipotecada,7,BdJUZKEU-OlYd,Investimento,B,1000,10.36,0,0.01,DRuOY2aw-3mGD,N,2
RYlPdw48-DoMH,26,95000,Hipotecada,1,d1nUjKtc-NcAk,Pessoal,B,24000,10.99,0,0.25,hGFCoX4c-12rq,N,3
cFzLou13-ir4E,23,20000,Aluguel,6,jmmOa1kn-UuzN,Pessoal,C,4000,12.23,0,0.2,rBpycq3y-N0Zk,Y,2
ew9682gL-SbA1,32,60000,Hipotecada,11,J9J89Z6S-YqMr,Pessoal,C,7500,11.03,0,0.13,eT8vjp6F-ZPit,Y,10
bID0K67N-vQW8,25,28800,Aluguel,5,yr2df52L-C7Eq,Pessoal,A,5575,6.62,0,0.19,e7ynJKU7-HMr1,N,4
dN39htvu-Oymj,29,46000,Aluguel,6,6TY3n4yr-iH2S,Investimento,B,4000,9.99,0,0.09,gTfKXGcK-FNsc,N,9
u7a1l3zw-Bn1C,23,65000,Hipotecada,4,fGZe4fyQ-kIGL,Médico,A,7000,7.14,0,0.11,MJjdSbn4-gG8X,N,3
de8DYYMg-UDII,23,36100,Aluguel,2,Y02IsKhH-m4Ts,Educação,A,5000,7.49,0,0.14,zBD1odBl-yij2,N,4
xwxxE1Wy-Q6DQ,23,52000,Aluguel,1,u4ws8UqB-mjK3,Pessoal,C,25000,13.22,1,0.48,TmjTYHWG-jIcA,N,2
fi5GAb2C-ONmG,28,62000,Aluguel,4,HQ9biDtC-bare,Pessoal,C,7200,12.99,0,0.12,K0rkrvkn-mQhs,Y,9
jo3C4TDx-Ic6p,23,72000,Hipotecada,5,C5MB5nxl-aydo,Pessoal,D,12000,16.29,0,0.17,x3QJ3E5x-NfdP,N,2
8NMhnOSC-4s8a,21,16800,Hipotecada,0,ipranIax-lAKR,Investimento,B,6000,10.39,1,0.36,bTZ8Mjjg-nxAH,N,4
bh4Lhdv5-dprs,25,40000,Hipotecada,9,vpkNg8T2-SpwW,Médico,C,3500,13.49,0,0.09,NMt2E7lc-XlDr,Y,3
uHZxxrga-4y1b,23,38000,Hipotecada,5,bsHZngMu-SRls,Pessoal,A,5400,7.9,0,0.14,ZvD91Bbt-GLpW,N,3
nkiIhdGO-NBMp,23,90000,Hipotecada,1,rT4Wvc97-8ev2,Educação,A,4000,5.42,0,0.04,5F6vvXed-iudi,N,3
Nj9hQnpD-GxP0,23,35000,Aluguel,0,CJwSToAj-nZo3,"Quitação de dividas",C,5200,13.92,0,0.15,M6dgIJsg-qyO2,N,2
qYZjnZTj-S2pA,30,40000,Aluguel,4,858XFQtN-UiXQ,Investimento,C,4500,14.26,0,0.11,svg8odFf-HK2Q,Y,6
5fG907je-5S5m,23,120000,Aluguel,3,ERUv3MHy-JAyj,Investimento,A,3725,8.49,0,0.03,mf5C2anE-Gh0N,N,2
TOPqZQSW-IBBf,22,42000,Aluguel,0,iJI0Wem3-W4ig,Investimento,C,3600,14.72,0,0.09,FdCqvtLi-Wm4A,Y,4
WEQav1ag-IUmr,32,101000,Hipotecada,12,nonl7gLn-OoR3,"Quitação de dividas",B,8000,11.49,0,0.08,Z6FaEKcm-0tAm,N,5
X5sLBe45-oCX4,21,28000,Aluguel,3,DttNX5Ti-K0jK,Educação,B,8000,10.99,1,0.29,fZbBIdZw-m7re,N,2
ANN47XHN-EOX5,26,48000,Hipotecada,10,27uDdIB2-XCm3,Investimento,C,13800,13.49,0,0.29,zEHz8Zcg-8BZE,Y,2
syUGxA2W-JKyf,27,78000,Hipotecada,1,ORLXXe5b-0vGU,Investimento,A,5125,8.59,0,0.07,ElnqjWNQ-nxmY,N,8
UjWau6ze-ZGBj,31,18000,Aluguel,6,Q5DmyShC-z4MM,Educação,C,4000,12.84,1,0.22,c1Es9hwF-88Zj,N,5
Bs9uwXon-4AOu,32,84456,Aluguel,5,hN57kETt-r70p,"Quitação de dividas",B,10000,9.88,0,0.12,0UIB9Lhp-bMLh,N,10
xMY2BPI5-zPBF,35,48000,Própria,6,008C2FIu-sC1z,"Melhoramento do lar",C,4200,13.61,0,0.09,dBh91gKy-D4FL,N,7
BMsiTRRu-vrdF,22,31000,Aluguel,7,54dI1TJ4-fb2O,Médico,D,9250,14.11,1,0.3,7w7QGm48-1ReN,N,4
xmcKk4GB-QE3N,22,69996,Hipotecada,6,2FiPf3k8-1bR3,Investimento,B,10000,10,0,0.14,ZXsi9uSO-UFS1,N,4
cY5jOqvW-OFbE,22,57000,Hipotecada,1,i0mCLk4x-HSua,Investimento,A,3200,5.99,0,0.06,xE4EvZSN-h76y,N,4
3jEm7UrU-hyKx,22,66000,Hipotecada,6,iu17fFXs-Kcmd,Educação,C,15000,11.72,0,0.23,OFSUwPcY-TYO1,Y,2
YnrD28KG-7wCa,47,85000,Hipotecada,3,akoOEjeO-29Qy,"Melhoramento do lar",A,10000,8.07,0,0.12,SRrALMs6-QIEY,N,15
iCLBERym-dxPh,27,31200,Hipotecada,3,aAS3y1hy-Erad,Pessoal,B,3600,11.48,0,0.12,I2aFiddF-2l29,N,7
IrQvz1vD-12us,22,36000,Hipotecada,6,upmeH4v7-na8Z,"Quitação de dividas",A,5975,7.42,0,0.17,SEWkFC4P-falp,N,4
M9nLPQSe-0ekv,30,140000,Hipotecada,2,cClZWipJ-lcri,"Melhoramento do lar",E,15000,16.35,0,0.11,oMkqHW4r-HrxK,N,5
Ml1kmqQC-B7Od,33,56400,Hipotecada,3,KSDquwLK-pPsr,Educação,B,8500,12.42,1,0.15,IUNxXWWk-QJHC,N,6
n0Jk3UO3-Ommp,23,60000,Aluguel,0,mI8AmH0u-flJt,Educação,C,11200,10.78,0,0.19,Rmf3cyuK-c0TT,N,3
otDlTA7H-bmlv,22,40000,Hipotecada,3,k51gvIzd-agno,"Quitação de dividas",B,7500,11.49,0,0.19,JQ6SJhAf-pHjq,N,3
cTgPNN14-1cmc,36,24000,Aluguel,20,uE3WIvsY-tivq,"Quitação de dividas",B,10000,11.86,1,0.42,PgKX0hM0-Hhgh,N,15
qpBF42xv-aNRw,32,235000,Aluguel,1,A5TXjSKp-EJHI,Pessoal,C,25000,12.53,0,0.11,kMzDQHiQ-LAWK,Y,7
h7vLdXH9-pWxo,21,33000,Hipotecada,5,hlnNmicO-22WA,"Melhoramento do lar",C,2000,14.27,1,0.06,Ajtoc58N-bnF2,N,4
aGIyhrpG-ZlYt,23,70000,Aluguel,8,c7TxSopl-n69y,"Quitação de dividas",A,6725,6.62,0,0.1,Oc7mMSFE-f5wo,N,2
CBJoDcXm-gkTn,27,39000,Aluguel,0,u6Bmx1hp-PqfQ,Educação,C,8000,11.03,0,0.21,zCiEfAUM-vGvX,N,9
Kb4PsvNv-SGZE,31,40000,Própria,0,WTWrFsEz-5pSh,Médico,D,15000,15.31,0,0.38,Yn70yTJ8-Uq0M,Y,10
vQeKi6jj-S7Mp,28,90000,Hipotecada,12,UTlIhe5Z-C3Rx,"Melhoramento do lar",C,5000,14.79,0,0.06,lxX6OwH3-4caY,Y,8
wwx8gF2c-TwQF,36,45000,Aluguel,14,A4Nc4aJT-shcb,"Quitação de dividas",B,6000,9.99,0,0.13,sIy5ghBk-fnHW,N,12
Ys5rJiJn-F0lk,22,42500,Aluguel,0,kcUzGUwN-RWRk,Médico,E,1500,17.19,1,0.04,7cdWHgBj-pEDY,Y,4
Af6D9iZa-cOqL,25,70000,Aluguel,1,uqKLAfKW-nAk0,Investimento,A,5750,8,0,0.08,4atKuGoJ-vpH7,N,4
hT9eB7XK-a79E,35,60350,Hipotecada,15,TqXgTpBx-rhwj,Médico,E,25000,16.82,1,0.35,ZWGFmW3E-J3Gl,N,5
6jrsiCDU-M9RF,26,67000,Aluguel,9,50lwZWRO-MNag,Investimento,A,8000,7.14,0,0.12,SHlORvQe-XKxR,N,2
ZzjMu3Ax-Zn6U,40,52479,Aluguel,17,5UehHITe-EICG,Pessoal,D,6600,14.54,1,0.13,nMmTtwUf-MEoq,N,13
3AbzodvI-K2gj,31,165000,Hipotecada,3,aaEpZ9Hf-UtMU,"Melhoramento do lar",C,15000,12.61,0,0.09,n3LKTSPU-N8Uo,N,7
qa0vkfkz-XCOs,21,30000,Aluguel,0,9OnBuPvE-TUhl,"Quitação de dividas",C,1500,13.92,0,0.05,vzPg83AW-6GCP,N,2
rHkkOz6v-b6D5,27,65000,Aluguel,5,QwkWBI5U-bhnI,Pessoal,E,7000,16.82,0,0.11,Th5IcjTW-evcu,N,9
lkPCb4C5-uDdP,43,54000,Aluguel,0,od8H684N-22T8,"Melhoramento do lar",D,9000,15.65,1,0.17,gzugnfEW-tOXE,Y,16
RjwQe0Pu-1Ttd,36,79200,Hipotecada,19,7eY58xcX-eeix,Pessoal,A,10000,6.03,0,0.13,LaOnFKWd-peoD,N,14
w5B6ZJkU-TnMv,24,65450,Aluguel,7,ztc7dsmN-2rUO,"Quitação de dividas",A,9600,8.49,0,0.15,KHhUYOp5-dX95,N,2
JkKRmhSJ-aYOK,22,38004,Própria,0,Fzbvi8dY-W7nj,Investimento,D,3000,12.92,0,0.08,O5S8SkOC-Mp8B,Y,3
NDKSN4yY-8X3t,39,90000,Hipotecada,15,2ywUwfyF-sjpn,Investimento,A,10500,7.66,0,0.12,EMnA9NlK-0Hiq,N,12
LgJ3ocXp-ozMn,31,76500,Aluguel,1,zzkRsX8z-TtUw,Educação,B,14000,11.49,0,0.18,t0BNhw7e-69tF,N,10
SZJRuXdh-UfJI,34,80000,Aluguel,0,uszQ0Y0K-it3C,"Quitação de dividas",A,30000,6.62,1,0.38,ZMSgJLjy-TmnH,N,5
sPhRnadI-m5WM,25,75600,Hipotecada,7,SBWNH4Nf-qE4I,Médico,C,15000,12.68,0,0.2,9D2I8rvA-NoCA,N,2
q8S2MG0G-vIph,24,185000,Hipotecada,8,KAfZ3G9t-T2ee,Pessoal,A,10000,6.92,0,0.05,JP2ZTOjU-muUp,N,3
zvXW269D-19LF,24,48661,Hipotecada,7,hH4yp1Cx-cRjb,Educação,D,8000,17.58,0,0.16,OAp0ukkT-QYD4,N,2
FMtO08hX-JEH8,32,29000,Própria,0,1gQLFOAX-H6vc,Pessoal,A,2000,8.49,0,0.07,eKMWz0yd-3eD9,N,8
xR9pcmNX-ecjB,26,65000,Aluguel,4,tLDrn0sg-kNRh,Pessoal,A,8000,6.92,0,0.12,N3d29NjA-fSts,N,4
KIrKKRKX-2SxR,24,86400,Hipotecada,2,coFqYHBY-qvbF,"Quitação de dividas",A,12200,7.29,0,0.14,hHR9tguE-x0n4,N,3
MCTnkovx-OkZI,26,59600,Hipotecada,9,wQFS87yA-69IY,Investimento,E,21000,16.45,1,0.35,1BNbfBPb-9no0,N,2
TZKDYh3Y-uHOY,26,143375,Hipotecada,10,cbDeQpd0-Ccej,Médico,A,12000,7.66,0,0.08,9hbW9uAB-OSrR,N,3
Za9vFLAg-4shL,23,66000,Hipotecada,8,nTNFgHRQ-35xj,Educação,B,8750,9.99,0,0.13,7AbH93HS-anUN,N,2
FESrhmDv-zXX1,26,97000,Hipotecada,5,lm1n8W3p-mPi8,"Quitação de dividas",A,4000,6.62,0,0.04,Z2qKnAfU-4rKT,N,4
KI7BqsSt-Iavt,21,39000,Aluguel,4,HvtjOceb-inOW,Educação,B,6000,10.38,0,0.15,9oWRTWUT-L49X,N,3
4PQSMD5c-n9J5,23,46000,Aluguel,2,wY17bFvU-75Py,Investimento,D,6800,15.65,1,0.15,jIN59Fcd-GxN1,Y,4
EbK8pAhP-qrNe,24,50000,Aluguel,6,oZwyvw1E-fN0S,Pessoal,A,4000,7.66,0,0.08,LXTSCpdW-veiT,N,4
RiKM4mhM-8EX2,25,99996,Hipotecada,3,ZZjPYZPm-NImQ,Investimento,A,8000,8,0,0.08,vDYgjxQB-7qmN,N,2
wfoF4hsy-sPIH,32,40277,Aluguel,5,yI3nJJWF-1GpQ,Médico,B,15000,11.71,1,0.37,gXsECNoE-7d2r,N,8
0YxewUDY-ulIk,26,21000,Própria,4,ghLeZ5Nv-1lvT,Educação,C,8000,13.79,0,0.38,BbwgfTz5-19Lw,Y,3
qlWL5n7v-00z9,27,50000,Aluguel,5,M4zrvEh2-v0UC,Investimento,B,12000,10.37,0,0.24,w6OC79WL-49ZC,N,9
4fXmWjJB-zGmt,21,27000,Aluguel,5,izxP0wrw-owKw,Médico,D,4000,15.58,1,0.15,MtShFnZa-oaMO,Y,2
KERy1kyl-jutD,26,48000,Aluguel,2,HNp70km2-FOHd,Médico,B,10000,12.21,0,0.21,PKWbovnW-oxoi,N,3
dFimbEm6-MqeJ,31,102000,Hipotecada,5,t14nQyu7-LdEp,Educação,A,4000,7.88,0,0.04,iMZJL9pS-vRPU,N,10
ZciGAj68-TQgU,22,21120,Hipotecada,3,B6LKqGw3-M7o5,"Quitação de dividas",D,1625,16.89,1,0.08,3yHhWhrM-EaIu,Y,3
jgejgj4Q-T2mX,24,70000,Hipotecada,4,Qd1z2fzs-XCRq,Educação,B,21000,11.99,0,0.3,nwNw9KhT-xSE4,N,4
lDA8rpHS-BnvK,26,22800,Aluguel,4,NFxlA8Yf-pGM9,Pessoal,C,5000,13.57,0,0.22,CjLuU6Eb-t6oK,Y,2
lvzTqo8e-r7BJ,32,85000,Aluguel,7,2hpumX4i-XgIK,"Quitação de dividas",B,6000,11.71,0,0.07,gG6zRccB-QEYq,N,5
UsBamirs-v885,26,40720,Hipotecada,4,I4X1kOdt-MuxI,Pessoal,C,10000,13.48,0,0.25,IolW3i6g-kAqA,Y,3
oI4mI4Sh-QpUx,30,66000,Hipotecada,15,ayPqhqar-7YAP,Investimento,B,15000,11.14,0,0.23,qr2Q7QxW-jAE3,N,8
g8P9eB38-v1bs,32,32004,Aluguel,10,57p1yG6N-81si,"Quitação de dividas",C,10400,15.27,1,0.32,ErsQCbdr-Uvko,N,9
Q7EDyO67-LI4X,31,190000,Própria,8,bqikDm84-fSMv,Educação,A,15000,6.03,0,0.08,I0bHATPC-yIXP,N,8
ldNGslLe-Rrer,22,18000,Própria,3,HxjlmUMk-XOUF,Pessoal,A,3000,7.9,1,0.17,p0LegE4F-7OjT,N,4
4kc1SNie-l58o,31,56000,Hipotecada,4,NfiWEpwr-U6Tc,Médico,A,8000,8.59,0,0.14,OMFh9Hc3-h9LH,N,6
cYWEAiJj-l0I6,23,90000,Hipotecada,7,LYx9TPCe-tE2E,Pessoal,D,15000,15.31,0,0.17,vU7qaQ6Z-tM32,Y,4
ySGnK6Kf-wGSh,25,39000,Aluguel,3,crTzPL6G-ER3c,"Melhoramento do lar",A,2000,7.66,1,0.05,iMIm07tx-6s0C,N,4
78H9M5CT-dl3G,26,67000,Hipotecada,10,wLggzIWx-ha9o,Pessoal,B,10000,12.21,0,0.15,BUTtzlN0-TRkO,N,3
4Fif2eAI-kN8g,36,62400,Hipotecada,13,YZj9wqtk-k7qT,Investimento,C,14100,12.98,0,0.23,I2mvWsdq-WaAc,Y,14
a7Grs2fc-guBt,29,55000,Hipotecada,1,25cwXKPq-IwLg,Investimento,A,12625,7.9,0,0.23,ckWELB4R-aSer,N,6
ICprTb6t-yPXf,25,42000,Aluguel,3,5JiaDi9D-tg1l,Investimento,A,18000,6.17,1,0.43,1lafB6Nt-Yb9L,N,2
CEWhSAoE-iCzZ,27,113800,Hipotecada,3,DfhTWaiF-brp9,Médico,A,7500,8.63,0,0.07,B0x1PCB4-elXn,N,10
SHU8SdnW-Q7eQ,31,24996,Aluguel,0,EM27KFOI-3CCU,"Quitação de dividas",C,5000,12.99,1,0.2,mSLfIKgm-uYZp,N,8
InR0jP1Q-EtCM,27,26000,Aluguel,6,c0C7MO37-wW09,Pessoal,B,6000,10.75,0,0.23,uJfE32mt-B4XX,N,10
WdhErYGl-CUip,27,72000,Hipotecada,11,P52XlgH8-5D22,Pessoal,B,5000,11.86,1,0.07,xJo6rPiv-zxnL,N,10
Dt0bhEHM-Ua6p,24,110000,Hipotecada,8,K3Zar92f-Obj7,Pessoal,A,27300,7.51,0,0.25,njo4j6Kf-ukba,N,3
61ttIJCf-C4fE,31,82656,Outro,10,dk0QWFPt-FbZt,"Quitação de dividas",C,6000,12.09,0,0.07,TFs6R9cP-sAcA,Y,9
D2Ls1bE2-6p1T,40,81120,Hipotecada,1,akcQLWec-H9s3,Educação,B,24000,9.25,0,0.3,vb1wahP1-DxUp,N,15
hlAhOY05-xDxe,27,96000,Aluguel,3,BGXgJ9v9-XFPh,"Melhoramento do lar",A,10000,7.88,0,0.1,2yJrbEK7-1c2d,N,10
RbC5DLyf-5EW6,27,44000,Aluguel,6,fPHlhrRP-jiKD,Investimento,A,4800,7.51,0,0.11,oLW6vbWF-LqIL,N,10
OfSyjqUd-eDiy,23,37000,Hipotecada,2,51hPYzH0-Lho5,Educação,A,10000,7.74,0,0.27,kE0HYlpY-m6uF,N,3
appCZ4do-LtKX,29,62050,Aluguel,3,hdD9yDrn-N1Oy,Médico,E,15000,15.95,1,0.21,9b9Yilpd-jSTb,Y,8
a0oCgIUk-XbHt,26,132000,Hipotecada,10,OJ7jFrqF-TaZN,Médico,B,11200,10.99,0,0.08,Ba7Shesl-FnGN,N,4
kR27HPsi-rOF1,23,77000,Própria,3,LaOHjHsT-y1OW,Investimento,A,3500,5.99,0,0.05,cmECEFZl-pq1O,N,2
oHi3aLmt-QE1P,34,62900,Hipotecada,11,qUwNHuD1-JiLE,Médico,A,18000,8.94,1,0.24,95TIe3ew-tiTO,N,5
tFQIRnJO-c11f,25,35400,Aluguel,2,SEY04CqK-kmio,Médico,A,2000,8.49,0,0.06,gBiXhx56-qOCl,N,2
g1MRqxkK-J9Qs,28,85000,Hipotecada,2,crUrpxPP-xEKt,Educação,A,15000,8.49,0,0.18,NGiyMzn9-8c15,N,7
MCjZ19hR-aJQ6,32,202000,Hipotecada,7,0wSAOoq8-3YQx,Pessoal,B,28000,10.59,0,0.14,PljWLLFS-3P4t,N,7
nYSkEtSC-7PLs,25,26400,Hipotecada,5,WaqMTcbq-Mmss,Médico,C,5975,12.99,0,0.23,rz3FQQF2-9fbD,Y,4
t7cAmWrg-TT20,25,60000,Aluguel,8,g1QJh3e9-ELRe,"Melhoramento do lar",D,5000,15.57,0,0.08,3rvNCYpz-c6yY,N,4
PptOP3tx-8rOz,23,40000,Aluguel,7,90Jwp3uF-wi4R,Investimento,B,10000,10.36,0,0.25,3OMDW36T-7SxS,N,3
uH5djuO4-xXxt,24,115800,Hipotecada,5,8ITbbnJL-xvaM,Pessoal,B,12000,10.99,0,0.1,DB08ruqn-rtUT,N,3
B2r7BZjc-UMNt,22,58900,Aluguel,2,alkMGwgH-Gj4f,Médico,C,14900,13.57,0,0.25,KaO7e98q-Tiig,N,3
N4PRpBTI-sbi6,29,35000,Hipotecada,14,gD2jbflH-d0HX,Educação,C,8000,12.68,0,0.23,IfQy9bbl-A9JI,Y,9
mKoJbC6b-SZn4,24,60000,Aluguel,4,QS0el12k-DzFe,Pessoal,B,12500,11.49,0,0.21,fgA16Q17-8zeO,N,3
6chcGqLM-rFFg,21,38000,Hipotecada,5,o4PNxmwt-sKMd,Educação,C,7000,13.49,0,0.18,tT6MJ0pC-om8o,Y,3
hspjFhNQ-NKdS,24,32000,Aluguel,4,QQkMedQL-MEnl,"Melhoramento do lar",B,12800,12.42,1,0.4,Eg6gYFw8-vKAs,N,3
gRyvBIED-jG2o,26,83000,Aluguel,1,8GDtLwGj-qC7g,"Quitação de dividas",B,12000,9.99,0,0.14,hit6hwQf-oTxi,N,3
HbrydfnA-9ICw,31,37000,Hipotecada,12,FFlqdskU-IB8N,"Quitação de dividas",C,22000,12.73,0,0.59,Xd1j7BSM-wXP7,Y,7
gWDorjKB-dQF4,24,50000,Aluguel,9,3Pi7KgKr-OkPz,"Quitação de dividas",B,8000,9.99,0,0.16,yGKQJLMp-y4hb,N,2
rN4uqEAp-hQ3t,28,33000,Aluguel,0,v0hzEdfK-OMzy,Investimento,D,3200,14.42,1,0.1,WRIZRGDT-QI76,Y,6
6ypw6dI0-ERWD,23,42000,Hipotecada,1,PLC1vac4-BRhh,Pessoal,C,5750,13.57,0,0.14,xgHno9ru-tsbg,N,2
lYgijchD-InJH,23,65000,Hipotecada,4,22lKsuG2-GsXM,Educação,D,13600,15.62,0,0.21,vlnCJDPj-J0nX,Y,2
NzsjcEnb-M4Ck,24,54000,Aluguel,5,Yigun4n2-xXpQ,Investimento,C,21600,13.49,1,0.4,oD4S5Hcb-oRMl,N,2
fnvwivqk-nzJ0,26,95400,Hipotecada,8,RqGha87z-4A6u,Pessoal,C,5000,12.68,0,0.05,eKlLKCtf-7Hcg,N,3
6wHFdIzw-Rl8L,25,27500,Aluguel,4,3DcDKGUq-YyKf,Médico,B,2200,12.53,0,0.08,ovgtlycX-GOOD,N,4
njxFDuCE-v1Nb,23,75000,Hipotecada,4,40qlhA7j-5biQ,Médico,C,16800,13.47,0,0.22,ZYplg4dP-O7b3,N,4
3WJPPaUe-uaML,23,98000,Aluguel,0,lk33Hcjz-gLo8,Educação,E,10000,16.4,1,0.1,OdvqMRpk-Dx70,N,2
xbiymZaK-LlCl,22,70000,Aluguel,3,BqWaLRJM-fpv4,Educação,B,22000,11.36,1,0.31,0y7L61U3-1inS,N,4
4J1YUI1F-Um5W,25,44000,Aluguel,9,s3XAXqXb-I20x,Médico,C,8500,14.27,1,0.19,Nn2nytEl-4riU,N,4
d10HdjX9-xlsy,24,41000,Aluguel,4,Y35IUP7q-3ApP,Médico,C,15600,12.87,1,0.38,6E2FlXRc-5h6X,Y,3
KXsy9ncj-3Jls,22,26000,Hipotecada,4,Ieeq8pwl-8Gtl,Pessoal,B,4000,9.25,0,0.15,ER2IiSpo-pu8C,N,2
U03DWN4B-hm4x,44,66000,Hipotecada,13,2YFYMQkw-oi4F,Pessoal,C,5000,13.48,0,0.08,1xE2Sq7X-6ZG9,Y,11
KESeH1bJ-99pJ,26,80000,Hipotecada,0,GWCloQ1g-fFtG,Educação,A,6300,5.79,0,0.08,BaaetqAB-UUFx,N,4
LqgE7duz-1Eo0,29,67704,Aluguel,3,QzDtiJpU-AJDh,Pessoal,B,15000,11.86,0,0.22,MQzp84y6-3dZ6,N,8
F1rex5ZA-f3aU,31,125000,Hipotecada,2,R1MBBxhk-Le6O,Pessoal,B,25000,10.75,0,0.2,eUjvTI1B-pezd,N,7
iwKlIwav-6R8f,34,140000,Hipotecada,17,6WD4Koyu-KBRq,Investimento,D,12000,15.21,0,0.09,K7vBcaOH-zIgO,Y,10
MrnqGxdt-edLT,22,46000,Hipotecada,6,yZIOGhYR-sPX6,Pessoal,B,4000,10.37,0,0.09,yplB6QY6-Jwew,N,2
KvlD4h2a-b7ws,30,58000,Aluguel,2,5MEamCCc-7CCx,Médico,A,15000,8.49,0,0.26,a7Rg35Xm-D2Pw,N,10
UgR4tvID-FkK7,25,43200,Aluguel,3,Kgz96sRx-Rqtc,Investimento,C,3000,13.8,0,0.07,7agW3GNv-CH5u,N,2
z9GKA6gE-UXaT,22,60000,Hipotecada,5,QbHhqGdS-aJh0,Educação,B,8800,10.37,0,0.15,bXppPN2K-WE0D,N,4
M4ZBcN42-6BKj,23,29520,Aluguel,7,liwA4C3Y-0ZRl,Educação,D,8500,15.37,0,0.29,eEMeNtds-tWJI,Y,2
ulm88OXn-p0GD,26,51000,Aluguel,3,xKBkGmh9-nbCa,"Melhoramento do lar",C,5500,13.49,1,0.11,jimKo9jm-fPwx,Y,2
QpOD8DB5-dd4z,22,49536,Hipotecada,6,abAh453m-BIcU,Educação,A,5200,6.62,0,0.1,7XbvknMr-D6oi,N,3
JijTiE2E-8O9k,27,22896,Própria,1,teQLoQlS-o46k,Médico,B,5000,11.48,0,0.22,OALfHQpY-Gr18,N,8
